Title,Writer,Director,Actor,Actor.Rating,Director.Rating,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance
Town & Country,Buck Henry,Peter Chelsom,Warren Beatty,1,3,2000s,104,90000000,4.5,1434,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0
Toy Story,Joel Cohen,John Lasseter,Tom Hanks,1,1,1990s,81,30000000,7.9,46019,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,1,1,0,0,0
Toy Story 2,Ash Brannon,Ash Brannon,Tom Hanks,1,3,1990s,92,90000000,8.1,40941,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,1,1,0,0,0
Traffic,Stephen Gaghan,Steven Soderbergh,Del,3,1,2000s,147,48000000,7.8,41268,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0
The Train,Walter Bernstein,John Frankenheimer,Burt Lancaster,1,1,1960s,133,6700000,7.7,1616,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,0,0,0
Training Day,David Ayer,Antoine Fuqua,Denzel Washington,1,2,2000s,120,45000000,7.3,22776,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,R,0,0,0,1,0,0
Trainspotting,John Hodge,Danny Boyle,Ewan McGregor,1,1,1990s,94,3500000,8,51887,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
Trapped,Greg Iles,Luis Mandoki,Charlize Theron,1,3,2000s,106,30000000,6,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Trauma,Dario Argento,Dario Argento,Christopher Rydell,3,1,1990s,106,7000000,5.5,652,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0
Treasure Planet,Ron Clements,Ron Clements,Roscoe Browne,3,3,2000s,95,140000000,6.6,3724,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG,0,1,0,1,0,0
The Treasure of the Sierra Madre,John Huston,John Huston,Humphrey Bogart,1,1,1940s,126,3800000,8.4,10470,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,0
Trees Lounge,Steve Buscemi,Steve Buscemi,Carol Kane,3,3,1990s,95,1300000,7.1,3155,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0
Trekkies, ,Roger Nygard,Denise Crosby,3,3,1990s,86,375000,6.9,1526,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,PG,0,0,0,0,1,0
Tremors,Brent Maddock,Ron Underwood,Kevin Bacon,1,3,1990s,96,10000000,6.9,9657,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
The Trigger Effect,James Burke,David Koepp,Kyle MacLachlan,2,3,1990s,94,8000000,5.4,1591,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0
Les Triplettes de Belleville, , ,,3,3,2000s,78,8000000,7.7,6618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,1,1,0,0,0
Tromeo and Juliet,Andrew Deemer,Lloyd Kaufman,Jane Jensen,3,3,1990s,108,350000,5.8,1030,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,1,1,0,0
Tron, , ,,3,3,1980s,96,17000000,6.4,9084,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0
Trouble in Paradise,Grover Jones,Ernst Lubitsch,Miriam Hopkins,3,1,1930s,83,519706,8.1,1304,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,1,0,0,1
The Trouble with Harry,John Hayes,Alfred Hitchcock,Edmund Gwenn,3,1,1950s,99,1200000,7.3,3674,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
Troy,David Benioff,Wolfgang Petersen,Julian Glover,3,1,2000s,162,185000000,7.1,33979,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,1,0,0,1,0,1
True Lies,James Cameron,James Cameron,Arnold Schwarzenegger,1,1,1990s,141,100000000,7,31011,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,1,0,1,0,0,1
True Romance,Roger Avary,Tony Scott,Christian Slater,2,1,1990s,121,12500000,7.7,25896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,1
The Truman Show,Andrew Niccol,Peter Weir,Jim Carrey,1,1,1990s,103,60000000,7.7,62434,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG,0,0,1,1,0,0
Tuck Everlasting,Natalie Babbitt,Jay Russell,Alexis Bledel,3,3,2000s,96,15000000,6.5,2055,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1
Tucker: The Man and His Dream,Arnold Schulman,Francis Coppola,Jeff Bridges,1,3,1980s,110,25000000,6.8,2944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0
Tumbleweeds,Gavin O'Connor,Gavin O'Connor,Janet McTeer,3,2,1990s,102,312000,6.9,1146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,1,1,0,0
The Tuxedo,Phil Hay,Kevin Donovan,Jackie Chan,1,3,2000s,98,60000000,5.1,6070,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0
Twelve Monkeys, , ,,3,3,1990s,129,29000000,7.9,62301,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0
Twilight Zone: The Movie,Jerome Bixby,Joe Dante,Dan Aykroyd,1,2,1980s,120,10000000,6,4458,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0
Twin Falls Idaho,Mark Polish,Michael Polish,Mark Polish,3,3,1990s,111,500000,7.1,1547,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Twin Peaks: Fire Walk with Me,Robert Engels,David Lynch,Sheryl Lee,3,1,1990s,135,10000000,6.5,6927,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0
Twin Town,Kevin Allen,Kevin Allen,Llyr Ifans,3,3,1990s,99,3300000,6.1,1172,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0
Twins,William Davies,Ivan Reitman,Arnold Schwarzenegger,1,2,1980s,105,15000000,5.9,13213,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0
Twister,Michael Crichton, de,Helen Hunt,1,3,1990s,113,92000000,5.9,28315,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
Two Can Play That Game, , ,,3,3,2000s,93,6000000,5.8,843,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,1
Two Girls and a Guy,James Toback,James Toback,Gregson,3,3,1990s,84,1000000,5.6,2014,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,NC-17,0,0,1,1,0,0
Two Weeks Notice,Marc Lawrence,Marc Lawrence,Sandra Bullock,1,3,2000s,101,60000000,5.8,15010,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1
Two for the Road,Frederic Raphael,Stanley Donen,Audrey Hepburn,1,3,1960s,111,4000000,7.3,1251,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,1
Two-Lane Blacktop,Will Corry,Monte Hellman,James Taylor,3,3,1970s,105,850000,6.7,773,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0
U Turn,John Ridley,Oliver Stone,Sean Penn,1,1,1990s,125,19000000,6.5,10306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0
U-571,David Ayer,Jonathan Mostow,Matthew McConaughey,1,2,2000s,116,62000000,6.5,15792,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,1,0,0
U.S. Marshals,Roy Huggins,Stuart Baird,Tommy Jones,3,3,1990s,131,60000000,6.1,10315,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
UHF,Charles Holloway,Jay Levey,Yankovic,3,3,1980s,97,5000000,6.6,6384,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0
L' Uccello dalle piume di cristallo, , ,,3,3,1970s,96,500000,6.8,883,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,0,0,0
Ulee's Gold,Victor Nunez,Victor Nunez,Peter Fonda,2,3,1990s,113,2700000,7.1,2368,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0
Ultimo tango a Parigi,Franco Arcalli,Bernardo Bertolucci,Marlon Brando,1,1,1970s,250,1250000,6.9,4007,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,NC-17,0,0,0,1,0,1
Unbreakable,M. Shyamalan,M. Shyamalan,Bruce Willis,1,3,2000s,106,75000000,7.1,35842,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0
Under Siege,J.F. Lawton,Andrew Davis,Steven Seagal,3,2,1990s,98,12000000,6.1,9413,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0
Under Siege 2: Dark Territory,Richard Hatem,Geoff Murphy,Steven Seagal,3,3,1990s,99,60000000,4.9,5551,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0
Under Suspicion,Michel Audiard,Frances Mayes,Diane Lane,1,3,2000s,111,25000000,6.4,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Undercover Brother,Michael McCullers,Malcolm Lee,Eddie Griffin,3,3,2000s,85,25000000,6,5138,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0
Underneath,Daniel Fuchs,Steven Soderbergh,Peter Gallagher,3,1,1990s,99,6500000,6.3,674,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0
Undisputed,David Giler,Walter Hill,Wesley Snipes,2,1,2000s,96,20000000,5.6,1769,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0
Une femme est une femme, , ,,3,3,1960s,84,160000,7.7,693,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,1
Die Unendliche Geschichte, , ,,3,3,1980s,94,27000000,7.2,6742,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0
Unfaithful, Broyles,Adrian Lyne,Diane Lane,1,3,2000s,125,50000000,6.6,8713,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Unforgettable,Bill Geddie,John Dahl,Ray Liotta,1,3,1990s,117,18000000,5.7,940,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
The Unforgiven, Le,John Huston,Burt Lancaster,1,1,1960s,121,5000000,6.8,618,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Universal Soldier,Dean Devlin,Roland Emmerich,Van,3,2,1990s,99,23000000,5.2,5709,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0
The Unsaid,Christopher Murphey,Tom McLoughlin,Andy Garcia,3,3,2000s,108,22000000,6.5,1084,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0
The Untouchables,Oscar Fraley, De,Kevin Costner,1,3,1980s,119,25000000,7.9,31587,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,0,1,0,0
Up Close & Personal,Joan Didion,Jon Avnet,Robert Redford,1,3,1990s,124,60000000,5.7,3201,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1
The Upside of Anger,Mike Binder,Mike Binder,Joan Allen,1,3,2000s,118,13200000,7.2,1160,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,1
Urban Legend,Silvio Horta,Jamie Blanks,Jared Leto,1,3,1990s,99,14000000,5.1,8245,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0
Urban Legends: Final Cut,Paul Boardman,John Ottman,Jennifer Morrison,2,3,2000s,97,15000000,3.8,3280,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0
Urbania,Daniel Reitz,Jon Shear,Dan Futterman,3,3,2000s,106,225000,6.9,1089,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0
The Usual Suspects,Christopher McQuarrie,Bryan Singer,Stephen Baldwin,3,1,1990s,106,6000000,8.7,103854,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,0,0,0
Utomlyonnye solntsem,Rustam Ibragimbekov,Nikita Mikhalkov,Oleg Menshikov,3,2,1990s,132,2800000,7.6,2173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,0,1,0,0
Valentine,Gretchen Berg,Jamie Blanks,Denise Richards,3,3,2000s,96,10000000,4.2,4779,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0
Valley Girl,Wayne Crawford,Martha Coolidge,Nicolas Cage,1,3,1980s,99,350000,5.9,2039,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1
Valley of the Dolls,Helen Deutsch,Mark Robson,Barbara Parkins,3,3,1960s,123,5000000,5.5,967,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0
Vampire in Brooklyn,Michael Lucker,Wes Craven,Eddie Murphy,1,1,1990s,100,14000000,4.4,2716,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1
Vampires,Don Jakoby,John Carpenter,James Woods,1,1,1990s,106,20000000,5.6,7908,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0
Van Helsing,Stephen Sommers,Stephen Sommers,Hugh Jackman,1,3,2000s,132,160000000,5.4,19787,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0
Van Wilder,Brent Goldberg,Walt Becker,Ryan Reynolds,2,3,2000s,94,6000000,5.8,7799,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0
Vanilla Sky, , ,,3,3,2000s,136,68000000,6.9,31250,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,1
Vanity Fair,Matthew Faulk,Mira Nair,Gabriel Byrne,1,2,2000s,141,23000000,6.1,2151,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1
Varsity Blues,W. Iliff,Brian Robbins,Beek Van,3,3,1990s,100,16000000,6,7974,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Vatel,Jeanne Labrune,Martha Coolidge,Nicolas Cage,1,3,2000s,125,36000000,6.4,1322,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1
Vera Cruz,Borden Chase,Robert Aldrich,Gary Cooper,1,1,1950s,95,3000000,7,779,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,0,0,0
Veronica Guerin,Mary Donoghue,Joel Schumacher,Cate Blanchett,1,3,2000s,92,17000000,6.8,2688,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,0,1,0,0
Vertical Limit,Terry Hayes,Martin Campbell,Chris O'Donnell,2,3,2000s,124,75000000,5.6,10273,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0
Vertigo,Maxwell Anderson,Alfred Hitchcock,James Stewart,1,1,1950s,129,2479000,8.5,33875,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,1
Very Bad Things,Peter Berg,Peter Berg,Jon Favreau,3,2,1990s,100,10000000,5.8,10001,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0
A Very Brady Sequel,James Berg,Arlene Sanford,Shelley Long,3,3,1990s,90,15000000,5.3,2183,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Videodrome,David Cronenberg,David Cronenberg,James Woods,1,1,1980s,89,5952000,7,4877,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0
A View to a Kill,Ian Fleming,John Glen,Roger Moore,1,3,1980s,131,30000000,5.9,8478,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
The Vikings,Edison Marshall,Richard Fleischer,Kirk Douglas,1,3,1950s,114,5000000,6.9,1417,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0
Village of the Damned,Ronald Kinnoch,Wolf Rilla,George Sanders,2,3,1960s,77,200000,7.3,1434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0
Village of the Damned,David Himmelstein,John Carpenter,Christopher Reeve,1,1,1990s,99,7000000,5.1,2585,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0
The Village,M. Shyamalan,M. Shyamalan,Bryce Howard,3,3,2000s,108,60000000,6.6,25729,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,0
Le Violon rouge, , ,,3,3,1990s,140,10000000,7.8,6995,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,1
The Virgin Suicides,Sofia Coppola,Sofia Coppola,James Woods,1,1,1990s,90,6000000,7.2,17524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Virtuosity,Eric Bernt,Brett Leonard,Denzel Washington,1,3,1990s,106,30000000,5.3,4183,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Vivre sa vie: Film en douze tableaux,Jean-Luc Godard,Jean-Luc Godard,Anna Karina,2,1,1960s,85,64000,7.4,1082,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0
Vizontele,Yilmaz Erdogan,Yilmaz Erdogan,Yilmaz Erdogan,3,3,2000s,110,2500000,7.8,644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0
Volcano,Jerome Armstrong,Mick Jackson,Tommy Jones,3,3,1990s,104,90000000,5.2,8627,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,1,0,0
Vor,Pavel Chukhray,Pavel Chukhray,Vladimir Mashkov,3,3,1990s,110,2000000,7.2,841,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0
Wag the Dog,Larry Beinhart,Barry Levinson,Dustin Hoffman,1,1,1990s,97,15000000,7,16434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,0,0,0
Wait Until Dark,Jane-Howard Carrington,Terence Young,Audrey Hepburn,1,3,1960s,107,4000000,7.7,3453,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0
Waiting for Guffman,Christopher Guest,Christopher Guest,Deborah Theaker,3,1,1990s,84,4000000,7.6,7337,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0
Waiting to Exhale,Ronald Bass,Forest Whitaker,Whitney Houston,3,3,1990s,127,15000000,5.1,1611,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0
Waking Ned,Kirk Jones,Kirk Jones,Ian Bannen,3,3,1990s,92,3000000,7.3,7232,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,0
A Walk in the Clouds, de,Alfonso Arau,Keanu Reeves,1,3,1990s,102,20000000,6.2,4085,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1
A Walk on the Moon,Pamela Gray,Tony Goldwyn,Bobby Boriello,3,3,1990s,105,14000000,6.6,1815,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,1
A Walk to Remember,Karen Janszen,Adam Shankman,Shane West,3,2,2000s,101,11000000,6.8,7124,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,PG,0,0,0,1,0,1
Walking Tall,Mort Briskin,Kevin Bray,Michael Bowen,3,3,2000s,87,56000000,5.9,4839,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
Walking and Talking,Nicole Holofcener,Nicole Holofcener,Amy Braverman,3,3,1990s,86,1000000,6.6,888,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,1
Wall Street,Oliver Stone,Oliver Stone,Charlie Sheen,1,1,1980s,125,15000000,7.2,11269,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0
War and Peace,Bridget Boland,King Vidor,Audrey Hepburn,1,1,1950s,208,6000000,6.6,795,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1
The War of the Worlds, , ,,3,3,1950s,85,2000000,7.2,3502,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
WarGames,Walon Green,John Badham,Matthew Broderick,1,3,1980s,114,12000000,6.9,11474,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0
Warlock,David Twohy,Steve Miner,Julian Sands,3,3,1980s,90,7000000,5.7,1839,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
Warlock: The Armageddon,Sam Bernard,Anthony Hickox,Julian Sands,3,3,1990s,98,3000000,4.6,692,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0
The Wash,DJ Pooh,DJ Pooh,Anthony Albano,3,3,2000s,93,4000000,3.7,902,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0
The Watcher, , ,,3,3,2000s,97,33000000,5.2,5774,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0
The Waterboy,Tim Herlihy,Frank Coraci,Adam Sandler,1,3,1990s,90,23000000,5.5,15539,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Waterworld,Peter Rader,Kevin Reynolds,Kevin Costner,1,3,1990s,176,175000000,5.4,19325,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
The Way of the Gun,Christopher McQuarrie,Christopher McQuarrie,Ryan Phillippe,2,2,2000s,120,9000000,6.5,7750,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0
We Don't Live Here Anymore,Andre Dubus,John Curran,Mark Ruffalo,1,3,2000s,101,3000000,6.1,1387,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0
We Were Soldiers,Joseph Galloway,Randall Wallace,Mel Gibson,1,3,2000s,143,75000000,7.1,14939,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,1,0,0,1,0,0
We're No Angels,Albert Husson,Michael Curtiz,Humphrey Bogart,1,1,1950s,106,1685000,7.3,1137,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0
We're No Angels,Albert Husson,Neil Jordan,De,3,1,1980s,106,20000000,5.4,2694,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0
The Wedding Date,Dana Fox,Clare Kilner,Debra Messing,2,3,2000s,90,15000000,5,953,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1
The Wedding Planner,Michael Ellis,Adam Shankman,Jennifer Lopez,3,2,2000s,103,35000000,4.9,7393,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
Week End, , ,,3,3,1960s,105,250000,7.2,1064,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,0
The Weight of Water,Alice Arlen,Kathryn Bigelow,Ciary Hinds,3,1,2000s,113,16000000,6,1742,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Welcome to Collinwood,Anthony Russo,Anthony Russo,William Macy,3,3,2000s,86,12000000,6.1,2831,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0
Welcome to Mooseport,Doug Richardson,Donald Petrie,Gene Hackman,1,3,2000s,117,26000000,5.3,2356,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Welcome to Sarajevo, Cottrell,Michael Winterbottom,Stephen Dillane,3,3,1990s,103,9000000,6.8,1465,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
